Number of Cities: 35
Number of Cities: 35Starting point: 33
Ending point: 23

EdgeMatrix: 
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
5 -> 	1: [ 5 7 10 9 1 ]; 	2: [ 5 11 13 2 ]; 	3: [ 5 7 10 3 ]; 	4: [ 5 7 10 9 1 4 ]; 	5: [ 5 ]; 	6: [ 5 6 ]; 	7: [ 5 7 ]; 	8: [ 5 6 8 ]; 	9: [ 5 7 10 9 ]; 	10: [ 5 7 10 ]; 	11: [ 5 11 ]; 	12: [ 5 7 12 ]; 	13: [ 5 11 13 ]; 	14: [ 5 14 ]; 	15: [ 5 15 ]; 	16: [ 5 6 16 ]; 	17: [ 5 17 ]; 	18: [ 5 7 10 18 ]; 	19: [ 5 6 19 ]; 	20: [ 5 7 10 3 20 ]; 	21: [ 5 7 10 3 20 21 ]; 	22: [ 5 6 22 ]; 	23: [ 5 7 10 9 1 4 23 ]; 	24: [ 5 6 16 24 ]; 	25: [ 5 17 25 ]; 	26: [ 5 7 10 3 26 ]; 	27: [ 5 14 27 ]; 	28: [ 5 7 10 28 ]; 	29: [ 5 6 19 29 ]; 	30: [ 5 6 8 30 ]; 	31: [ 5 14 31 ]; 	32: [ 5 7 32 ]; 	33: [ 5 6 33 ]; 	34: [ 5 34 ]; 	35: [ 5 15 35 ]; 
6 -> 	1: [ 6 8 10 9 1 ]; 	2: [ 6 8 10 9 1 11 13 2 ]; 	3: [ 6 8 10 3 ]; 	4: [ 6 8 10 9 1 4 ]; 	5: [ 6 8 10 9 1 4 5 ]; 	6: [ 6 ]; 	7: [ 6 8 10 9 1 4 5 7 ]; 	8: [ 6 8 ]; 	9: [ 6 8 10 9 ]; 	10: [ 6 8 10 ]; 	11: [ 6 8 10 9 1 11 ]; 	12: [ 6 8 10 12 ]; 	13: [ 6 8 10 9 1 11 13 ]; 	14: [ 6 8 10 3 14 ]; 	15: [ 6 8 10 3 15 ]; 	16: [ 6 16 ]; 	17: [ 6 8 10 9 1 4 5 17 ]; 	18: [ 6 8 10 18 ]; 	19: [ 6 19 ]; 	20: [ 6 8 10 3 20 ]; 	21: [ 6 8 10 3 20 21 ]; 	22: [ 6 22 ]; 	23: [ 6 8 10 9 1 4 23 ]; 	24: [ 6 16 24 ]; 	25: [ 6 8 10 9 1 4 5 17 25 ]; 	26: [ 6 8 10 3 26 ]; 	27: [ 6 8 10 3 14 27 ]; 	28: [ 6 8 10 28 ]; 	29: [ 6 19 29 ]; 	30: [ 6 8 30 ]; 	31: [ 6 8 10 3 14 31 ]; 	32: [ 6 8 10 9 1 4 5 7 32 ]; 	33: [ 6 33 ]; 	34: [ 6 8 10 3 34 ]; 	35: [ 6 8 10 3 15 35 ]; 
7 -> 	1: [ 7 10 9 1 ]; 	2: [ 7 10 9 1 11 13 2 ]; 	3: [ 7 10 3 ]; 	4: [ 7 10 9 1 4 ]; 	5: [ 7 10 9 1 4 5 ]; 	6: [ 7 6 ]; 	7: [ 7 ]; 	8: [ 7 6 8 ]; 	9: [ 7 10 9 ]; 	10: [ 7 10 ]; 	11: [ 7 10 9 1 11 ]; 	12: [ 7 12 ]; 	13: [ 7 10 9 1 11 13 ]; 	14: [ 7 10 3 14 ]; 	15: [ 7 10 3 15 ]; 	16: [ 7 6 16 ]; 	17: [ 7 10 9 1 4 5 17 ]; 	18: [ 7 10 18 ]; 	19: [ 7 6 19 ]; 	20: [ 7 10 3 20 ]; 	21: [ 7 10 3 20 21 ]; 	22: [ 7 22 ]; 	23: [ 7 10 9 1 4 23 ]; 	24: [ 7 6 16 24 ]; 	25: [ 7 10 9 1 4 5 17 25 ]; 	26: [ 7 10 3 26 ]; 	27: [ 7 10 3 14 27 ]; 	28: [ 7 10 28 ]; 	29: [ 7 6 19 29 ]; 	30: [ 7 6 8 30 ]; 	31: [ 7 10 3 14 31 ]; 	32: [ 7 32 ]; 	33: [ 7 6 33 ]; 	34: [ 7 10 3 34 ]; 	35: [ 7 10 3 15 35 ]; 
8 -> 	1: [ 8 10 9 1 ]; 	2: [ 8 10 9 1 11 13 2 ]; 	3: [ 8 10 3 ]; 	4: [ 8 10 9 1 4 ]; 	5: [ 8 10 9 1 4 5 ]; 	6: [ 8 10 3 6 ]; 	7: [ 8 10 9 1 4 5 7 ]; 	8: [ 8 ]; 	9: [ 8 10 9 ]; 	10: [ 8 10 ]; 	11: [ 8 10 9 1 11 ]; 	12: [ 8 10 12 ]; 	13: [ 8 10 9 1 11 13 ]; 	14: [ 8 10 3 14 ]; 	15: [ 8 10 3 15 ]; 	16: [ 8 10 3 6 16 ]; 	17: [ 8 10 9 1 4 5 17 ]; 	18: [ 8 10 18 ]; 	19: [ 8 10 3 6 19 ]; 	20: [ 8 10 3 20 ]; 	21: [ 8 10 3 20 21 ]; 	22: [ 8 10 3 6 22 ]; 	23: [ 8 10 9 1 4 23 ]; 	24: [ 8 10 3 6 16 24 ]; 	25: [ 8 10 9 1 4 5 17 25 ]; 	26: [ 8 10 3 26 ]; 	27: [ 8 10 3 14 27 ]; 	28: [ 8 10 28 ]; 	29: [ 8 10 3 6 19 29 ]; 	30: [ 8 30 ]; 	31: [ 8 10 3 14 31 ]; 	32: [ 8 10 9 1 4 5 7 32 ]; 	33: [ 8 10 3 6 33 ]; 	34: [ 8 10 3 34 ]; 	35: [ 8 10 3 15 35 ]; 
9 -> 	1: [ 9 1 ]; 	2: [ 9 1 11 13 2 ]; 	3: [ 9 1 4 3 ]; 	4: [ 9 1 4 ]; 	5: [ 9 1 4 5 ]; 	6: [ 9 1 4 6 ]; 	7: [ 9 1 4 5 7 ]; 	8: [ 9 8 ]; 	9: [ 9 ]; 	10: [ 9 1 4 10 ]; 	11: [ 9 1 11 ]; 	12: [ 9 1 4 5 7 12 ]; 	13: [ 9 1 11 13 ]; 	14: [ 9 14 ]; 	15: [ 9 15 ]; 	16: [ 9 16 ]; 	17: [ 9 1 4 5 17 ]; 	18: [ 9 18 ]; 	19: [ 9 19 ]; 	20: [ 9 1 4 3 20 ]; 	21: [ 9 1 4 3 20 21 ]; 	22: [ 9 1 4 6 22 ]; 	23: [ 9 1 4 23 ]; 	24: [ 9 16 24 ]; 	25: [ 9 1 4 5 17 25 ]; 	26: [ 9 1 4 3 26 ]; 	27: [ 9 14 27 ]; 	28: [ 9 1 28 ]; 	29: [ 9 19 29 ]; 	30: [ 9 8 30 ]; 	31: [ 9 14 31 ]; 	32: [ 9 1 4 5 7 32 ]; 	33: [ 9 1 4 6 33 ]; 	34: [ 9 1 4 3 34 ]; 	35: [ 9 15 35 ]; 
10 -> 	1: [ 10 9 1 ]; 	2: [ 10 9 1 11 13 2 ]; 	3: [ 10 3 ]; 	4: [ 10 9 1 4 ]; 	5: [ 10 9 1 4 5 ]; 	6: [ 10 3 6 ]; 	7: [ 10 9 1 4 5 7 ]; 	8: [ 10 3 6 8 ]; 	9: [ 10 9 ]; 	10: [ 10 ]; 	11: [ 10 9 1 11 ]; 	12: [ 10 12 ]; 	13: [ 10 9 1 11 13 ]; 	14: [ 10 3 14 ]; 	15: [ 10 3 15 ]; 	16: [ 10 3 6 16 ]; 	17: [ 10 9 1 4 5 17 ]; 	18: [ 10 18 ]; 	19: [ 10 3 6 19 ]; 	20: [ 10 3 20 ]; 	21: [ 10 3 20 21 ]; 	22: [ 10 3 6 22 ]; 	23: [ 10 9 1 4 23 ]; 	24: [ 10 3 6 16 24 ]; 	25: [ 10 9 1 4 5 17 25 ]; 	26: [ 10 3 26 ]; 	27: [ 10 3 14 27 ]; 	28: [ 10 28 ]; 	29: [ 10 3 6 19 29 ]; 	30: [ 10 3 6 8 30 ]; 	31: [ 10 3 14 31 ]; 	32: [ 10 9 1 4 5 7 32 ]; 	33: [ 10 3 6 33 ]; 	34: [ 10 3 34 ]; 	35: [ 10 3 15 35 ]; 
11 -> 	1: [ 11 13 9 1 ]; 	2: [ 11 13 2 ]; 	3: [ 11 13 9 1 4 3 ]; 	4: [ 11 13 9 1 4 ]; 	5: [ 11 13 2 5 ]; 	6: [ 11 13 6 ]; 	7: [ 11 13 2 5 7 ]; 	8: [ 11 13 6 8 ]; 	9: [ 11 13 9 ]; 	10: [ 11 13 2 5 7 10 ]; 	11: [ 11 ]; 	12: [ 11 13 2 5 7 12 ]; 	13: [ 11 13 ]; 	14: [ 11 13 2 14 ]; 	15: [ 11 13 2 15 ]; 	16: [ 11 13 6 16 ]; 	17: [ 11 13 2 5 17 ]; 	18: [ 11 13 9 18 ]; 	19: [ 11 19 ]; 	20: [ 11 13 9 1 4 3 20 ]; 	21: [ 11 13 9 1 4 3 20 21 ]; 	22: [ 11 13 6 22 ]; 	23: [ 11 13 9 1 4 23 ]; 	24: [ 11 13 6 16 24 ]; 	25: [ 11 13 2 5 17 25 ]; 	26: [ 11 13 9 1 4 3 26 ]; 	27: [ 11 13 2 14 27 ]; 	28: [ 11 13 2 28 ]; 	29: [ 11 19 29 ]; 	30: [ 11 13 6 8 30 ]; 	31: [ 11 13 2 14 31 ]; 	32: [ 11 13 2 5 7 32 ]; 	33: [ 11 13 6 33 ]; 	34: [ 11 13 2 5 34 ]; 	35: [ 11 13 2 15 35 ]; 
12 -> 	1: [ 12 34 5 7 10 9 1 ]; 	2: [ 12 34 5 11 13 2 ]; 	3: [ 12 34 5 7 10 3 ]; 	4: [ 12 34 5 7 10 9 1 4 ]; 	5: [ 12 34 5 ]; 	6: [ 12 34 5 6 ]; 	7: [ 12 34 5 7 ]; 	8: [ 12 34 8 ]; 	9: [ 12 34 5 7 10 9 ]; 	10: [ 12 34 5 7 10 ]; 	11: [ 12 34 5 11 ]; 	12: [ 12 ]; 	13: [ 12 34 5 11 13 ]; 	14: [ 12 34 5 14 ]; 	15: [ 12 34 5 15 ]; 	16: [ 12 34 5 6 16 ]; 	17: [ 12 34 5 17 ]; 	18: [ 12 34 5 7 10 18 ]; 	19: [ 12 34 19 ]; 	20: [ 12 34 5 7 10 3 20 ]; 	21: [ 12 34 5 7 10 3 20 21 ]; 	22: [ 12 34 5 6 22 ]; 	23: [ 12 34 5 7 10 9 1 4 23 ]; 	24: [ 12 34 5 6 16 24 ]; 	25: [ 12 34 5 17 25 ]; 	26: [ 12 34 5 7 10 3 26 ]; 	27: [ 12 34 5 14 27 ]; 	28: [ 12 34 28 ]; 	29: [ 12 34 19 29 ]; 	30: [ 12 34 8 30 ]; 	31: [ 12 34 31 ]; 	32: [ 12 34 5 7 32 ]; 	33: [ 12 34 33 ]; 	34: [ 12 34 ]; 	35: [ 12 34 5 15 35 ]; 
13 -> 	1: [ 13 9 1 ]; 	2: [ 13 2 ]; 	3: [ 13 9 1 4 3 ]; 	4: [ 13 9 1 4 ]; 	5: [ 13 2 5 ]; 	6: [ 13 6 ]; 	7: [ 13 2 5 7 ]; 	8: [ 13 6 8 ]; 	9: [ 13 9 ]; 	10: [ 13 2 5 7 10 ]; 	11: [ 13 11 ]; 	12: [ 13 2 5 7 12 ]; 	13: [ 13 ]; 	14: [ 13 2 14 ]; 	15: [ 13 2 15 ]; 	16: [ 13 6 16 ]; 	17: [ 13 2 5 17 ]; 	18: [ 13 9 18 ]; 	19: [ 13 6 19 ]; 	20: [ 13 9 1 4 3 20 ]; 	21: [ 13 9 1 4 3 20 21 ]; 	22: [ 13 6 22 ]; 	23: [ 13 9 1 4 23 ]; 	24: [ 13 6 16 24 ]; 	25: [ 13 2 5 17 25 ]; 	26: [ 13 9 1 4 3 26 ]; 	27: [ 13 2 14 27 ]; 	28: [ 13 2 28 ]; 	29: [ 13 6 19 29 ]; 	30: [ 13 6 8 30 ]; 	31: [ 13 2 14 31 ]; 	32: [ 13 2 5 7 32 ]; 	33: [ 13 6 33 ]; 	34: [ 13 2 5 34 ]; 	35: [ 13 2 15 35 ]; 
14 -> 	1: [ 14 9 1 ]; 	2: [ 14 11 13 2 ]; 	3: [ 14 9 1 4 3 ]; 	4: [ 14 9 1 4 ]; 	5: [ 14 9 1 4 5 ]; 	6: [ 14 6 ]; 	7: [ 14 7 ]; 	8: [ 14 6 8 ]; 	9: [ 14 9 ]; 	10: [ 14 7 10 ]; 	11: [ 14 11 ]; 	12: [ 14 7 12 ]; 	13: [ 14 11 13 ]; 	14: [ 14 ]; 	15: [ 14 9 15 ]; 	16: [ 14 6 16 ]; 	17: [ 14 17 ]; 	18: [ 14 9 18 ]; 	19: [ 14 6 19 ]; 	20: [ 14 9 1 4 3 20 ]; 	21: [ 14 9 1 4 3 20 21 ]; 	22: [ 14 6 22 ]; 	23: [ 14 9 1 4 23 ]; 	24: [ 14 6 16 24 ]; 	25: [ 14 17 25 ]; 	26: [ 14 26 ]; 	27: [ 14 27 ]; 	28: [ 14 9 1 28 ]; 	29: [ 14 6 19 29 ]; 	30: [ 14 6 8 30 ]; 	31: [ 14 31 ]; 	32: [ 14 7 32 ]; 	33: [ 14 6 33 ]; 	34: [ 14 9 1 4 3 34 ]; 	35: [ 14 9 15 35 ]; 
15 -> 	1: [ 15 19 7 10 9 1 ]; 	2: [ 15 19 5 11 13 2 ]; 	3: [ 15 19 7 10 3 ]; 	4: [ 15 19 7 10 9 1 4 ]; 	5: [ 15 19 5 ]; 	6: [ 15 19 6 ]; 	7: [ 15 19 7 ]; 	8: [ 15 19 8 ]; 	9: [ 15 19 7 10 9 ]; 	10: [ 15 19 7 10 ]; 	11: [ 15 19 5 11 ]; 	12: [ 15 19 7 12 ]; 	13: [ 15 19 5 11 13 ]; 	14: [ 15 19 5 14 ]; 	15: [ 15 ]; 	16: [ 15 19 6 16 ]; 	17: [ 15 19 5 17 ]; 	18: [ 15 19 7 10 18 ]; 	19: [ 15 19 ]; 	20: [ 15 19 7 10 3 20 ]; 	21: [ 15 19 7 10 3 20 21 ]; 	22: [ 15 19 6 22 ]; 	23: [ 15 19 23 ]; 	24: [ 15 19 6 16 24 ]; 	25: [ 15 19 5 17 25 ]; 	26: [ 15 26 ]; 	27: [ 15 19 5 14 27 ]; 	28: [ 15 19 7 10 28 ]; 	29: [ 15 19 29 ]; 	30: [ 15 19 8 30 ]; 	31: [ 15 19 5 14 31 ]; 	32: [ 15 19 7 32 ]; 	33: [ 15 19 6 33 ]; 	34: [ 15 19 5 34 ]; 	35: [ 15 35 ]; 
16 -> 	1: [ 16 1 ]; 	2: [ 16 11 13 2 ]; 	3: [ 16 1 4 3 ]; 	4: [ 16 1 4 ]; 	5: [ 16 1 4 5 ]; 	6: [ 16 1 4 6 ]; 	7: [ 16 1 4 5 7 ]; 	8: [ 16 1 4 6 8 ]; 	9: [ 16 1 4 10 9 ]; 	10: [ 16 1 4 10 ]; 	11: [ 16 11 ]; 	12: [ 16 1 4 5 7 12 ]; 	13: [ 16 11 13 ]; 	14: [ 16 1 4 14 ]; 	15: [ 16 15 ]; 	16: [ 16 ]; 	17: [ 16 1 4 5 17 ]; 	18: [ 16 1 4 10 18 ]; 	19: [ 16 19 ]; 	20: [ 16 1 4 3 20 ]; 	21: [ 16 1 4 3 20 21 ]; 	22: [ 16 1 4 6 22 ]; 	23: [ 16 23 ]; 	24: [ 16 24 ]; 	25: [ 16 1 4 5 17 25 ]; 	26: [ 16 1 4 3 26 ]; 	27: [ 16 27 ]; 	28: [ 16 1 28 ]; 	29: [ 16 19 29 ]; 	30: [ 16 1 4 6 8 30 ]; 	31: [ 16 1 4 14 31 ]; 	32: [ 16 1 4 5 7 32 ]; 	33: [ 16 1 4 6 33 ]; 	34: [ 16 1 4 3 34 ]; 	35: [ 16 15 35 ]; 
17 -> 	1: [ 17 4 10 9 1 ]; 	2: [ 17 4 5 11 13 2 ]; 	3: [ 17 3 ]; 	4: [ 17 4 ]; 	5: [ 17 4 5 ]; 	6: [ 17 3 6 ]; 	7: [ 17 4 5 7 ]; 	8: [ 17 3 6 8 ]; 	9: [ 17 4 10 9 ]; 	10: [ 17 4 10 ]; 	11: [ 17 4 5 11 ]; 	12: [ 17 12 ]; 	13: [ 17 4 5 11 13 ]; 	14: [ 17 3 14 ]; 	15: [ 17 3 15 ]; 	16: [ 17 3 6 16 ]; 	17: [ 17 ]; 	18: [ 17 4 10 18 ]; 	19: [ 17 4 19 ]; 	20: [ 17 3 20 ]; 	21: [ 17 3 20 21 ]; 	22: [ 17 3 6 22 ]; 	23: [ 17 4 23 ]; 	24: [ 17 3 6 16 24 ]; 	25: [ 17 25 ]; 	26: [ 17 3 26 ]; 	27: [ 17 3 14 27 ]; 	28: [ 17 4 10 28 ]; 	29: [ 17 4 19 29 ]; 	30: [ 17 3 6 8 30 ]; 	31: [ 17 31 ]; 	32: [ 17 4 5 7 32 ]; 	33: [ 17 3 6 33 ]; 	34: [ 17 34 ]; 	35: [ 17 3 15 35 ]; 
18 -> 	1: [ 18 17 4 10 9 1 ]; 	2: [ 18 17 4 5 11 13 2 ]; 	3: [ 18 17 3 ]; 	4: [ 18 17 4 ]; 	5: [ 18 17 4 5 ]; 	6: [ 18 17 3 6 ]; 	7: [ 18 17 4 5 7 ]; 	8: [ 18 17 3 6 8 ]; 	9: [ 18 17 4 10 9 ]; 	10: [ 18 17 4 10 ]; 	11: [ 18 17 4 5 11 ]; 	12: [ 18 17 12 ]; 	13: [ 18 17 4 5 11 13 ]; 	14: [ 18 17 3 14 ]; 	15: [ 18 17 3 15 ]; 	16: [ 18 17 3 6 16 ]; 	17: [ 18 17 ]; 	18: [ 18 ]; 	19: [ 18 17 4 19 ]; 	20: [ 18 17 3 20 ]; 	21: [ 18 17 3 20 21 ]; 	22: [ 18 17 3 6 22 ]; 	23: [ 18 17 4 23 ]; 	24: [ 18 17 3 6 16 24 ]; 	25: [ 18 17 25 ]; 	26: [ 18 17 3 26 ]; 	27: [ 18 17 3 14 27 ]; 	28: [ 18 17 4 10 28 ]; 	29: [ 18 17 4 19 29 ]; 	30: [ 18 30 ]; 	31: [ 18 17 31 ]; 	32: [ 18 17 4 5 7 32 ]; 	33: [ 18 17 3 6 33 ]; 	34: [ 18 34 ]; 	35: [ 18 17 3 15 35 ]; 
19 -> 	1: [ 19 7 10 9 1 ]; 	2: [ 19 5 11 13 2 ]; 	3: [ 19 7 10 3 ]; 	4: [ 19 7 10 9 1 4 ]; 	5: [ 19 5 ]; 	6: [ 19 6 ]; 	7: [ 19 7 ]; 	8: [ 19 8 ]; 	9: [ 19 7 10 9 ]; 	10: [ 19 7 10 ]; 	11: [ 19 5 11 ]; 	12: [ 19 7 12 ]; 	13: [ 19 5 11 13 ]; 	14: [ 19 5 14 ]; 	15: [ 19 5 15 ]; 	16: [ 19 6 16 ]; 	17: [ 19 5 17 ]; 	18: [ 19 7 10 18 ]; 	19: [ 19 ]; 	20: [ 19 7 10 3 20 ]; 	21: [ 19 7 10 3 20 21 ]; 	22: [ 19 6 22 ]; 	23: [ 19 23 ]; 	24: [ 19 6 16 24 ]; 	25: [ 19 5 17 25 ]; 	26: [ 19 7 10 3 26 ]; 	27: [ 19 5 14 27 ]; 	28: [ 19 7 10 28 ]; 	29: [ 19 29 ]; 	30: [ 19 8 30 ]; 	31: [ 19 5 14 31 ]; 	32: [ 19 7 32 ]; 	33: [ 19 6 33 ]; 	34: [ 19 5 34 ]; 	35: [ 19 5 15 35 ]; 
20 -> 	1: [ 20 1 ]; 	2: [ 20 1 11 13 2 ]; 	3: [ 20 1 4 3 ]; 	4: [ 20 1 4 ]; 	5: [ 20 1 4 5 ]; 	6: [ 20 1 4 6 ]; 	7: [ 20 1 4 5 7 ]; 	8: [ 20 8 ]; 	9: [ 20 1 4 10 9 ]; 	10: [ 20 1 4 10 ]; 	11: [ 20 1 11 ]; 	12: [ 20 1 4 5 7 12 ]; 	13: [ 20 1 11 13 ]; 	14: [ 20 1 4 14 ]; 	15: [ 20 1 4 3 15 ]; 	16: [ 20 1 4 6 16 ]; 	17: [ 20 1 4 5 17 ]; 	18: [ 20 1 4 10 18 ]; 	19: [ 20 1 4 19 ]; 	20: [ 20 ]; 	21: [ 20 21 ]; 	22: [ 20 1 4 6 22 ]; 	23: [ 20 1 4 23 ]; 	24: [ 20 1 4 6 16 24 ]; 	25: [ 20 25 ]; 	26: [ 20 26 ]; 	27: [ 20 1 4 14 27 ]; 	28: [ 20 1 28 ]; 	29: [ 20 1 4 19 29 ]; 	30: [ 20 8 30 ]; 	31: [ 20 1 4 14 31 ]; 	32: [ 20 1 4 5 7 32 ]; 	33: [ 20 1 4 6 33 ]; 	34: [ 20 34 ]; 	35: [ 20 1 4 3 15 35 ]; 
21 -> 	1: [ 21 9 1 ]; 	2: [ 21 9 1 11 13 2 ]; 	3: [ 21 9 1 4 3 ]; 	4: [ 21 9 1 4 ]; 	5: [ 21 9 1 4 5 ]; 	6: [ 21 9 1 4 6 ]; 	7: [ 21 9 1 4 5 7 ]; 	8: [ 21 9 8 ]; 	9: [ 21 9 ]; 	10: [ 21 9 1 4 10 ]; 	11: [ 21 9 1 11 ]; 	12: [ 21 9 1 4 5 7 12 ]; 	13: [ 21 9 1 11 13 ]; 	14: [ 21 9 14 ]; 	15: [ 21 9 15 ]; 	16: [ 21 9 16 ]; 	17: [ 21 17 ]; 	18: [ 21 9 18 ]; 	19: [ 21 9 19 ]; 	20: [ 21 9 1 4 3 20 ]; 	21: [ 21 ]; 	22: [ 21 9 1 4 6 22 ]; 	23: [ 21 9 1 4 23 ]; 	24: [ 21 9 16 24 ]; 	25: [ 21 17 25 ]; 	26: [ 21 9 1 4 3 26 ]; 	27: [ 21 9 14 27 ]; 	28: [ 21 9 1 28 ]; 	29: [ 21 9 19 29 ]; 	30: [ 21 9 8 30 ]; 	31: [ 21 9 14 31 ]; 	32: [ 21 32 ]; 	33: [ 21 9 1 4 6 33 ]; 	34: [ 21 34 ]; 	35: [ 21 9 15 35 ]; 
22 -> 	1: [ 22 2 5 7 10 9 1 ]; 	2: [ 22 2 ]; 	3: [ 22 2 5 7 10 3 ]; 	4: [ 22 2 5 7 10 9 1 4 ]; 	5: [ 22 2 5 ]; 	6: [ 22 2 5 6 ]; 	7: [ 22 2 5 7 ]; 	8: [ 22 2 5 6 8 ]; 	9: [ 22 2 5 7 10 9 ]; 	10: [ 22 2 5 7 10 ]; 	11: [ 22 11 ]; 	12: [ 22 12 ]; 	13: [ 22 11 13 ]; 	14: [ 22 2 14 ]; 	15: [ 22 2 15 ]; 	16: [ 22 2 5 6 16 ]; 	17: [ 22 2 5 17 ]; 	18: [ 22 2 5 7 10 18 ]; 	19: [ 22 2 5 6 19 ]; 	20: [ 22 2 5 7 10 3 20 ]; 	21: [ 22 2 5 7 10 3 20 21 ]; 	22: [ 22 ]; 	23: [ 22 2 5 7 10 9 1 4 23 ]; 	24: [ 22 24 ]; 	25: [ 22 2 5 17 25 ]; 	26: [ 22 2 5 7 10 3 26 ]; 	27: [ 22 2 14 27 ]; 	28: [ 22 2 28 ]; 	29: [ 22 2 5 6 19 29 ]; 	30: [ 22 2 5 6 8 30 ]; 	31: [ 22 2 14 31 ]; 	32: [ 22 2 5 7 32 ]; 	33: [ 22 2 5 6 33 ]; 	34: [ 22 2 5 34 ]; 	35: [ 22 35 ]; 
23 -> 	1: [ 23 1 ]; 	2: [ 23 1 11 13 2 ]; 	3: [ 23 1 4 3 ]; 	4: [ 23 1 4 ]; 	5: [ 23 1 4 5 ]; 	6: [ 23 1 4 6 ]; 	7: [ 23 7 ]; 	8: [ 23 8 ]; 	9: [ 23 1 4 10 9 ]; 	10: [ 23 1 4 10 ]; 	11: [ 23 1 11 ]; 	12: [ 23 7 12 ]; 	13: [ 23 1 11 13 ]; 	14: [ 23 1 4 14 ]; 	15: [ 23 1 4 3 15 ]; 	16: [ 23 1 4 6 16 ]; 	17: [ 23 1 4 5 17 ]; 	18: [ 23 18 ]; 	19: [ 23 1 4 19 ]; 	20: [ 23 1 4 3 20 ]; 	21: [ 23 1 4 3 20 21 ]; 	22: [ 23 22 ]; 	23: [ 23 ]; 	24: [ 23 24 ]; 	25: [ 23 25 ]; 	26: [ 23 26 ]; 	27: [ 23 1 4 14 27 ]; 	28: [ 23 1 28 ]; 	29: [ 23 29 ]; 	30: [ 23 8 30 ]; 	31: [ 23 1 4 14 31 ]; 	32: [ 23 7 32 ]; 	33: [ 23 1 4 6 33 ]; 	34: [ 23 1 4 3 34 ]; 	35: [ 23 1 4 3 15 35 ]; 
24 -> 	1: [ 24 2 5 7 10 9 1 ]; 	2: [ 24 2 ]; 	3: [ 24 2 5 7 10 3 ]; 	4: [ 24 2 5 7 10 9 1 4 ]; 	5: [ 24 2 5 ]; 	6: [ 24 2 5 6 ]; 	7: [ 24 2 5 7 ]; 	8: [ 24 2 5 6 8 ]; 	9: [ 24 2 5 7 10 9 ]; 	10: [ 24 2 5 7 10 ]; 	11: [ 24 2 5 11 ]; 	12: [ 24 2 5 7 12 ]; 	13: [ 24 2 5 11 13 ]; 	14: [ 24 2 14 ]; 	15: [ 24 2 15 ]; 	16: [ 24 2 5 6 16 ]; 	17: [ 24 17 ]; 	18: [ 24 18 ]; 	19: [ 24 2 5 6 19 ]; 	20: [ 24 2 5 7 10 3 20 ]; 	21: [ 24 2 5 7 10 3 20 21 ]; 	22: [ 24 2 5 6 22 ]; 	23: [ 24 2 5 7 10 9 1 4 23 ]; 	24: [ 24 ]; 	25: [ 24 17 25 ]; 	26: [ 24 26 ]; 	27: [ 24 2 14 27 ]; 	28: [ 24 2 28 ]; 	29: [ 24 29 ]; 	30: [ 24 30 ]; 	31: [ 24 2 14 31 ]; 	32: [ 24 2 5 7 32 ]; 	33: [ 24 2 5 6 33 ]; 	34: [ 24 2 5 34 ]; 	35: [ 24 2 15 35 ]; 
25 -> 	1: [ 25 7 10 9 1 ]; 	2: [ 25 7 10 9 1 11 13 2 ]; 	3: [ 25 7 10 3 ]; 	4: [ 25 7 10 9 1 4 ]; 	5: [ 25 7 10 9 1 4 5 ]; 	6: [ 25 7 6 ]; 	7: [ 25 7 ]; 	8: [ 25 7 6 8 ]; 	9: [ 25 7 10 9 ]; 	10: [ 25 7 10 ]; 	11: [ 25 7 10 9 1 11 ]; 	12: [ 25 7 12 ]; 	13: [ 25 7 10 9 1 11 13 ]; 	14: [ 25 7 10 3 14 ]; 	15: [ 25 15 ]; 	16: [ 25 7 6 16 ]; 	17: [ 25 7 10 9 1 4 5 17 ]; 	18: [ 25 7 10 18 ]; 	19: [ 25 7 6 19 ]; 	20: [ 25 7 10 3 20 ]; 	21: [ 25 21 ]; 	22: [ 25 7 22 ]; 	23: [ 25 7 10 9 1 4 23 ]; 	24: [ 25 7 6 16 24 ]; 	25: [ 25 ]; 	26: [ 25 7 10 3 26 ]; 	27: [ 25 27 ]; 	28: [ 25 7 10 28 ]; 	29: [ 25 7 6 19 29 ]; 	30: [ 25 7 6 8 30 ]; 	31: [ 25 31 ]; 	32: [ 25 7 32 ]; 	33: [ 25 7 6 33 ]; 	34: [ 25 7 10 3 34 ]; 	35: [ 25 15 35 ]; 
