Number of Cities: 50
Number of Cities: 50Starting point: 2
Ending point: 49

EdgeMatrix: 
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
12	35	32	30	27	24	20	17	14	10	8	5	0	10	8	13	15	17	21	25	28	31	34	37	41	42	46	48	54	53	55	59	60	64	65	67	70	73	75	78	80	85	87	89	94	96	100	101	104	107	111	
13	37	34	31	29	25	22	18	16	11	10	6	2	0	9	5	7	9	13	17	20	23	26	29	33	34	38	40	46	45	47	51	52	56	57	59	62	65	67	70	72	77	79	81	86	88	92	93	96	99	103	
14	39	36	33	31	27	24	20	18	13	12	8	4	2	0	5	7	9	13	17	20	23	26	29	33	34	38	40	46	45	47	51	52	56	57	59	62	65	67	70	72	77	79	81	86	88	92	93	96	99	103	
15	43	40	37	35	31	28	24	22	17	16	12	8	6	4	0	2	4	8	12	15	18	21	24	28	29	33	35	41	40	42	46	47	51	52	54	57	60	62	65	67	72	74	76	81	83	87	88	91	94	98	
16	44	41	38	36	32	29	25	23	18	17	13	9	7	5	2	0	2	6	10	13	16	19	22	26	27	31	33	39	38	40	44	45	49	50	52	55	58	60	63	65	70	72	74	79	81	85	86	89	92	96	
17	46	43	40	38	34	31	27	25	20	19	15	11	9	7	4	2	0	4	8	11	14	17	20	24	25	29	31	37	36	38	42	43	47	48	50	53	56	58	61	63	68	70	72	77	79	83	84	87	90	94	
18	51	48	45	43	39	36	32	30	25	24	20	16	14	12	9	7	5	0	4	7	10	13	16	20	21	25	27	33	32	34	38	39	43	44	46	49	52	54	57	59	64	66	68	73	75	79	80	83	86	90	
19	53	50	47	45	41	38	34	32	27	26	22	18	16	14	11	9	7	11	0	4	7	10	13	17	18	22	24	30	29	31	35	36	40	41	43	46	49	51	54	56	61	63	65	70	72	76	77	80	83	87	
20	58	55	52	50	46	43	39	37	32	31	27	23	21	19	16	14	12	8	5	0	3	6	9	13	14	18	20	26	25	27	31	32	36	37	39	42	45	47	50	52	57	59	61	66	68	72	73	76	79	83	
21	60	57	54	52	48	45	41	39	34	33	29	25	23	21	18	16	14	10	7	2	0	3	6	10	11	15	17	23	22	24	28	29	33	34	36	39	42	44	47	49	54	56	58	63	65	69	70	73	76	80	
22	65	62	59	57	53	50	46	44	39	38	34	30	28	26	23	21	19	15	12	7	5	0	3	7	8	12	14	20	19	21	25	26	30	31	33	36	39	41	44	46	51	53	55	60	62	66	67	70	73	77	
23	65	62	59	57	53	50	46	44	39	38	34	30	28	26	23	21	19	15	12	7	5	5	0	5	5	10	12	18	17	19	23	24	28	29	31	34	37	39	42	44	49	51	53	58	60	64	65	68	71	75	
24	69	66	63	61	57	54	50	48	43	42	38	34	32	30	27	25	23	19	16	11	9	9	4	0	3	5	7	13	12	14	18	19	23	24	26	29	32	34	37	39	44	46	48	53	55	59	60	63	66	70	
25	81	78	75	73	69	66	62	60	55	54	50	46	44	42	39	37	35	31	28	23	21	17	16	12	0	5	7	13	12	14	18	19	23	24	26	29	32	34	37	39	44	46	48	53	55	59	60	63	66	70	
26	76	73	70	68	64	61	57	55	50	49	45	41	39	37	34	32	30	26	23	18	16	16	11	7	3	0	2	8	7	9	13	14	18	19	21	24	27	29	32	34	39	41	43	48	50	54	55	58	61	65	
27	79	76	73	71	67	64	60	58	53	52	48	44	42	40	37	35	33	29	26	21	19	19	14	10	6	3	0	7	5	7	11	12	16	17	19	22	25	27	30	32	37	39	41	46	48	52	53	56	59	63	
28	82	79	76	74	70	67	63	61	56	55	51	47	45	43	40	38	36	32	29	24	22	22	17	13	9	6	4	0	4	6	10	11	15	16	18	21	24	26	29	31	36	38	40	45	47	51	52	55	58	62	
29	84	81	78	76	72	69	65	63	58	57	53	49	47	45	42	40	38	34	31	26	24	24	19	15	11	8	5	2	0	2	6	7	11	12	14	17	20	22	25	27	32	34	36	41	43	47	48	51	54	58	
30	87	84	81	79	75	72	68	66	61	60	56	52	50	48	45	43	41	37	34	29	27	27	22	18	14	11	8	5	3	0	5	5	9	10	12	15	18	20	23	25	30	32	34	39	41	45	46	49	52	56	
31	90	87	84	82	78	75	71	69	64	63	59	55	53	51	48	46	44	40	37	32	30	30	25	21	17	14	11	8	6	5	0	3	7	8	10	13	16	18	21	23	28	30	32	37	39	43	44	47	50	54	
32	92	89	86	84	80	77	73	71	66	65	61	57	55	53	50	48	46	42	39	34	32	32	27	23	19	16	13	10	8	6	2	0	4	5	7	10	13	15	18	20	25	27	29	34	36	40	41	44	47	51	
33	94	91	88	86	82	79	75	73	68	67	63	59	57	55	52	50	48	44	41	36	34	34	29	25	21	18	15	12	10	8	4	2	0	2	4	7	10	12	15	17	22	24	26	31	33	37	38	41	44	48	
34	96	93	90	88	84	81	77	75	70	69	65	61	59	57	54	52	50	46	43	38	36	36	31	27	23	20	17	14	12	10	6	4	2	0	2	5	8	10	13	15	20	22	24	29	31	35	36	39	42	46	
35	100	97	94	92	88	85	81	79	74	73	69	65	63	61	58	56	54	50	47	42	40	40	35	31	27	24	21	18	16	14	10	8	6	4	0	3	6	8	11	13	18	20	22	27	29	33	34	37	40	44	
36	101	98	95	93	89	86	82	80	75	74	70	66	64	62	59	57	55	51	48	43	41	41	36	32	28	25	22	19	17	15	11	9	7	5	3	0	4	6	9	11	16	18	20	25	27	31	32	35	38	42	
37	103	100	97	95	91	88	84	82	77	76	72	68	66	64	61	59	57	53	50	45	43	43	38	34	30	27	24	21	19	17	13	11	9	7	5	2	0	2	5	7	12	14	16	21	23	27	28	31	34	38	
38	106	103	100	98	94	91	87	85	80	79	75	71	69	67	64	62	60	56	53	48	46	46	41	37	33	30	27	24	22	20	16	14	12	10	8	5	3	0	3	5	10	12	14	19	21	25	26	29	32	36	
39	111	108	105	103	99	96	92	90	85	84	80	76	74	72	69	67	65	61	58	53	51	51	46	42	38	35	32	29	27	25	21	19	17	15	13	10	8	5	0	2	7	9	11	16	18	22	23	26	29	33	
40	113	110	107	105	101	98	94	92	87	86	82	78	76	74	71	69	67	63	60	55	53	53	48	44	40	37	34	31	29	27	23	21	19	17	15	12	10	7	5	0	5	7	9	14	16	20	21	24	27	31	
41	116	113	110	108	104	101	97	95	90	89	85	81	79	77	74	72	70	66	63	58	56	56	51	47	43	40	37	34	32	30	26	24	22	20	18	15	13	10	8	3	0	5	7	12	14	18	19	22	25	29	
42	118	115	112	110	106	103	99	97	92	91	87	83	81	79	76	74	72	68	65	60	58	58	53	49	45	42	39	36	34	32	28	26	24	22	20	17	15	12	10	5	2	0	2	7	9	13	14	17	20	24	
43	121	118	115	113	109	106	102	100	95	94	90	86	84	82	79	77	75	71	68	63	61	61	56	52	48	45	42	39	37	35	31	29	27	25	23	20	18	15	13	8	5	4	0	5	7	11	12	15	18	22	
44	124	121	118	116	112	109	105	103	98	97	93	89	87	85	82	80	78	74	71	66	64	64	59	55	51	48	45	42	40	38	34	32	30	28	26	23	21	18	16	11	8	6	4	0	2	6	7	10	13	17	
45	126	123	120	118	114	111	107	105	100	99	95	91	89	87	84	82	80	76	73	68	66	66	61	57	53	50	47	44	42	40	36	34	32	30	28	25	23	20	18	13	10	9	5	4	0	4	5	8	11	15	
46	128	125	122	120	116	113	109	107	102	101	97	93	91	89	86	84	82	78	75	70	68	68	63	59	55	52	49	46	44	42	38	36	34	32	30	27	25	22	20	15	12	11	7	6	2	0	5	8	11	15	
47	133	130	127	125	121	118	114	112	107	106	102	98	96	94	91	89	87	83	80	75	73	73	68	64	60	57	54	51	49	47	43	41	39	37	35	32	30	27	25	20	17	16	12	11	7	11	0	3	6	10	
48	137	134	131	129	125	122	118	116	111	110	106	102	100	98	95	93	91	87	84	79	77	77	72	68	64	61	58	55	53	51	47	45	43	41	39	36	34	31	29	24	21	20	16	15	11	15	4	0	4	8	
49	141	138	135	133	129	126	122	120	115	114	110	106	104	102	99	97	95	91	88	83	81	81	76	72	68	65	62	59	57	55	51	49	47	45	43	40	38	35	33	28	25	24	20	19	15	14	8	4	0	4	
50	142	139	136	134	130	127	123	121	116	115	111	107	105	103	100	98	96	92	89	84	82	82	77	73	69	66	63	60	58	56	52	50	48	46	44	41	39	36	34	29	26	25	21	20	16	19	9	5	5	0	
Computation took 1.859555 milliseconds

Actual Shortest-Paths:
1 -> 	1: [ 1 ]; 	2: [ 1 2 ]; 	3: [ 1 2 3 ]; 	4: [ 1 2 4 ]; 	5: [ 1 2 4 5 ]; 	6: [ 1 2 4 6 ]; 	7: [ 1 2 4 6 7 ]; 	8: [ 1 2 4 6 8 ]; 	9: [ 1 2 4 6 7 9 ]; 	10: [ 1 2 4 6 7 9 10 ]; 	11: [ 1 2 4 6 7 9 11 ]; 	12: [ 1 2 4 6 7 9 10 12 ]; 	13: [ 1 2 4 6 7 9 10 13 ]; 	14: [ 1 2 4 6 7 9 10 12 14 ]; 	15: [ 1 2 4 6 7 9 10 12 14 15 ]; 	16: [ 1 2 4 6 7 9 10 12 14 16 ]; 	17: [ 1 2 4 6 7 9 10 12 14 16 17 ]; 	18: [ 1 2 4 6 7 9 10 12 14 16 17 18 ]; 	19: [ 1 2 4 6 7 9 10 12 14 16 17 19 ]; 	20: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 ]; 	21: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 21 ]; 	22: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 ]; 	23: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 23 ]; 	24: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 ]; 	25: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 23 25 ]; 	26: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 ]; 	27: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 ]; 	28: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 28 ]; 	29: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 ]; 	30: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 ]; 	31: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 31 ]; 	32: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 ]; 	33: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 33 ]; 	34: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 ]; 	35: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 ]; 	36: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 36 ]; 	37: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 ]; 	38: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 ]; 	39: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 ]; 	40: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 ]; 	41: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 41 ]; 	42: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 ]; 	43: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 ]; 	44: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 ]; 	45: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 ]; 	46: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 46 ]; 	47: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 ]; 	48: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 48 ]; 	49: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 49 ]; 	50: [ 1 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 49 50 ]; 
2 -> 	1: [ 2 1 ]; 	2: [ 2 ]; 	3: [ 2 3 ]; 	4: [ 2 4 ]; 	5: [ 2 4 5 ]; 	6: [ 2 4 6 ]; 	7: [ 2 4 6 7 ]; 	8: [ 2 4 6 8 ]; 	9: [ 2 4 6 7 9 ]; 	10: [ 2 4 6 7 9 10 ]; 	11: [ 2 4 6 7 9 11 ]; 	12: [ 2 4 6 7 9 10 12 ]; 	13: [ 2 4 6 7 9 10 13 ]; 	14: [ 2 4 6 7 9 10 12 14 ]; 	15: [ 2 4 6 7 9 10 12 14 15 ]; 	16: [ 2 4 6 7 9 10 12 14 16 ]; 	17: [ 2 4 6 7 9 10 12 14 16 17 ]; 	18: [ 2 4 6 7 9 10 12 14 16 17 18 ]; 	19: [ 2 4 6 7 9 10 12 14 16 17 19 ]; 	20: [ 2 4 6 7 9 10 12 14 16 17 18 20 ]; 	21: [ 2 4 6 7 9 10 12 14 16 17 18 20 21 ]; 	22: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 ]; 	23: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 23 ]; 	24: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 ]; 	25: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 23 25 ]; 	26: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 ]; 	27: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 ]; 	28: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 28 ]; 	29: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 ]; 	30: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 ]; 	31: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 31 ]; 	32: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 ]; 	33: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 33 ]; 	34: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 ]; 	35: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 ]; 	36: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 36 ]; 	37: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 ]; 	38: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 ]; 	39: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 ]; 	40: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 ]; 	41: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 41 ]; 	42: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 ]; 	43: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 ]; 	44: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 ]; 	45: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 ]; 	46: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 46 ]; 	47: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 ]; 	48: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 48 ]; 	49: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 49 ]; 	50: [ 2 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 49 50 ]; 
3 -> 	1: [ 3 2 1 ]; 	2: [ 3 2 ]; 	3: [ 3 ]; 	4: [ 3 4 ]; 	5: [ 3 4 5 ]; 	6: [ 3 4 6 ]; 	7: [ 3 4 6 7 ]; 	8: [ 3 4 6 8 ]; 	9: [ 3 4 6 7 9 ]; 	10: [ 3 4 6 7 9 10 ]; 	11: [ 3 4 6 7 9 11 ]; 	12: [ 3 4 6 7 9 10 12 ]; 	13: [ 3 4 6 7 9 10 13 ]; 	14: [ 3 4 6 7 9 10 12 14 ]; 	15: [ 3 4 6 7 9 10 12 14 15 ]; 	16: [ 3 4 6 7 9 10 12 14 16 ]; 	17: [ 3 4 6 7 9 10 12 14 16 17 ]; 	18: [ 3 4 6 7 9 10 12 14 16 17 18 ]; 	19: [ 3 4 6 7 9 10 12 14 16 17 19 ]; 	20: [ 3 4 6 7 9 10 12 14 16 17 18 20 ]; 	21: [ 3 4 6 7 9 10 12 14 16 17 18 20 21 ]; 	22: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 ]; 	23: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 23 ]; 	24: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 ]; 	25: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 23 25 ]; 	26: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 ]; 	27: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 ]; 	28: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 28 ]; 	29: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 ]; 	30: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 ]; 	31: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 31 ]; 	32: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 ]; 	33: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 33 ]; 	34: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 ]; 	35: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 ]; 	36: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 36 ]; 	37: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 ]; 	38: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 ]; 	39: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 ]; 	40: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 ]; 	41: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 41 ]; 	42: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 ]; 	43: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 ]; 	44: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 ]; 	45: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 ]; 	46: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 46 ]; 	47: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 ]; 	48: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 48 ]; 	49: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 49 ]; 	50: [ 3 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 49 50 ]; 
4 -> 	1: [ 4 2 1 ]; 	2: [ 4 2 ]; 	3: [ 4 2 3 ]; 	4: [ 4 ]; 	5: [ 4 5 ]; 	6: [ 4 6 ]; 	7: [ 4 6 7 ]; 	8: [ 4 6 8 ]; 	9: [ 4 6 7 9 ]; 	10: [ 4 6 7 9 10 ]; 	11: [ 4 6 7 9 11 ]; 	12: [ 4 6 7 9 10 12 ]; 	13: [ 4 6 7 9 10 13 ]; 	14: [ 4 6 7 9 10 12 14 ]; 	15: [ 4 6 7 9 10 12 14 15 ]; 	16: [ 4 6 7 9 10 12 14 16 ]; 	17: [ 4 6 7 9 10 12 14 16 17 ]; 	18: [ 4 6 7 9 10 12 14 16 17 18 ]; 	19: [ 4 6 7 9 10 12 14 16 17 19 ]; 	20: [ 4 6 7 9 10 12 14 16 17 18 20 ]; 	21: [ 4 6 7 9 10 12 14 16 17 18 20 21 ]; 	22: [ 4 6 7 9 10 12 14 16 17 18 20 22 ]; 	23: [ 4 6 7 9 10 12 14 16 17 18 20 22 23 ]; 	24: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 ]; 	25: [ 4 6 7 9 10 12 14 16 17 18 20 22 23 25 ]; 	26: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 ]; 	27: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 ]; 	28: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 28 ]; 	29: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 ]; 	30: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 ]; 	31: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 31 ]; 	32: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 ]; 	33: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 33 ]; 	34: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 ]; 	35: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 ]; 	36: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 36 ]; 	37: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 ]; 	38: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 ]; 	39: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 ]; 	40: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 ]; 	41: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 41 ]; 	42: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 ]; 	43: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 ]; 	44: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 ]; 	45: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 ]; 	46: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 46 ]; 	47: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 ]; 	48: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 48 ]; 	49: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 49 ]; 	50: [ 4 6 7 9 10 12 14 16 17 18 20 22 24 26 27 29 30 32 34 35 37 38 39 40 42 43 44 45 47 49 50 ]; 
